customer_id,internal_id,obligor_name,obligor_internal_risk_rating,tin,country,industry_code,industry_code_type,internal_credit_facility_id,origination_date,maturity_date,credit_facility_type,credit_facility_purpose,committed_exposure_global,utilized_exposure_global,credit_facility_currency,probability_of_default,loss_given_default,exposure_at_default,non_accrual_date,days_principal_or_interest_past_due,participation_flag,participation_interest,net_income_current,total_assets_current,long_term_debt,current_assets_current,current_liabilities_current,guarantor_flag,guarantor_internal_id,guarantor_name,guarantor_tin,guarantor_internal_risk_rating,entity_internal_id,entity_name,entity_internal_risk_rating,date_of_financials,date_of_last_audit,cash_marketable_securities,accounts_receivable_current,inventory_current,fixed_assets,total_assets_prior_year,current_liabilities_prior_year,short_term_debt,capital_expenditures,asc_326_20,special_purpose_entity_flag,other_credit_facility_type_description,original_internal_id,stock_exchange,ticker_symbol,cusip,original_internal_credit_facility_id,line_reported_on_fr_y_9c,line_of_business,cumulative_charge_offs,days_principal_or_interest_past_due.1,lien_position,security_type,interest_rate_variability,interest_rate_index,interest_rate_spread,interest_rate_ceiling,interest_rate_floor,interest_income_tax_status,guarantor_internal_risk_rating.1,entity_internal_risk_rating.1,net_sales_current,net_sales_prior_year,operating_income,depreciation_amortization,interest_expense,accounts_receivable_prior_year,inventory_prior_year,current_assets_prior_year,tangible_assets,total_assets_current.1,accounts_payable_current,accounts_payable_prior_year,current_maturities_of_long_term_debt,long_term_debt.1,minority_interest,total_liabilities,retained_earnings,lower_of_cost_or_market_flag,snc_internal_credit_id,renewal_date,prepayment_penalty_flag,entity_industry_code,leveraged_loan_flag,disposition_flag,disposition_schedule_shift,syndicated_loan_flag,target_hold,pcd_noncredit_discount,committed_exposure_global_par_value,utilized_exposure_global_par_value,committed_exposure_global_fair_value,utilized_exposure_global_fair_value,obligor_lei,primary_source_of_repayment_lei
CUSTZ1UV9W,OBL83FGEK,ABC Corp,BBB,12-3456789,IN,621111,GICS,FACSE3OGX,2024-11-05,2032-07-04,1,19,999999999,38815486,USD,0.9999,0.8074,900258.0,2024-09-29,71.0,3,0.2114,-99999999,346295519,34456614.0,249592301,32735507,3,GRT9IG1NI,Individual,98-7654321,C,ENTW2TGAU,Entity LLC,AAA,2019-11-06,2021-07-12,18145856,93858766,49752463,23172690,327468458,70110870,28697532,9552518,5812922,1,Term Loan,VAL1734,Generic Text,Generic Text,634681,VAL9218,4,Generic Text,455899,907358,1,1,8,7,4.3529,5.2223,2.1888,1,Generic Text,Generic Text,906610,393312,643317,100655,120292,108057,498687,824395,368475,296278,349465,408796,797744,36282,20326,141714,666736,2,VAL7356,2020-01-01,1,42200,1,6,Generic Text,3,9.9164,819741,109628,980223,699945,962859,E8IJF4O88BH53JAURMV9,7UCN1X8XPHFGNC7PLW6U
"CUST,001","OBL
001",XYZ Inc,,12345678X,XX,NAIC,NAICS,"FAC,123",invalid-date,invalid-date,25,45,XX,??,US$,high,LGD,,corrupt,,8,all,loss,huge,,115861955,143952068,3,"bad,value
",Individual,NA#,XX,"ENT,00X",Individual,AAA,2020-01-22,2005-05-16,231196106,15727686,bad,bad,490014318,148028690,bad,15465331,9518175,1,Term Loan,VAL5306,Generic Text,Generic Text,325601,VAL7575,2,Generic Text,541274,599176,3,8,2,0,4.7242,8.9089,2.4541,2,Generic Text,Generic Text,325225,535946,146628,517918,488131,924952,451455,918026,882791,622893,475759,295822,715446,320341,417975,870514,536919,1,VAL2734,2020-01-01,2,713015,1,6,Generic Text,4,8.5395,532236,847836,230906,719842,348150,ZQ6TWIEQV0G3CFDNX2WS,5OY2TLM9X6X5NUMK4N5K
CUSTANJIMC,OBLYQHU6E,XYZ Inc,BBB,12-3456789,IN,541512,SIC,FACJJTJAX,corrupt,2029-09-15,12,19,35009697,44435683,EUR,0.1795,0.323,15890462.0,2009-02-27,79.0,1,0.6987,15862784,494418033,7279262.0,36897962,164560539,1,GRTW06O22,Individual,98-7654321,C,ENT8LG4VH,Entity LLC,C,2024-05-02,2021-03-28,209739767,78239143,48770378,160971469,bad,105830286,15351105,bad,9515771,1,Term Loan,VAL5956,Generic Text,Generic Text,969625,VAL9717,2,Generic Text,583907,462919,6,4,3,9,9.1471,6.6559,9.2537,2,Generic Text,Generic Text,873793,173657,135592,100128,913146,310017,615946,630092,46086,868645,984870,786517,411041,872779,991504,67459,277249,3,VAL2912,2020-01-01,1,689421,1,0,Generic Text,3,4.4117,236657,541193,343927,470302,448373,4ND8OC4WNYJ1MXH6S5BI,UAKLEU459RN9062V6E7R
"CUST,001","OBL
001",Individual,,12345678X,ZZ,NAIC,NAICS,"FAC,123",1900-01-01,1900-01-01,25,45,XX,??,US$,high,LGD,,invalid-date,,8,all,loss,huge,,127807554,78800406,4,"GRT,00X",Guarantee Corp,NA#,XX,"ENT,00X",Entity LLC,C,2000-09-02,2018-07-21,26727443,7953048333,5712155,108470556,566524799,28136352,40381900,11859888,1718424,2,Term Loan,VAL6862,Generic Text,Generic Text,206339,VAL9038,2,Generic Text,407415,456483,4,2,2,0,6.6306,8.511,4.1769,1,Generic Text,Generic Text,632838,525721,489588,224973,986757,638278,726914,309125,838631,376346,734266,417717,507194,103239,824887,20005,120809,3,VAL6939,2023-12-31,1,99951,1,9,Generic Text,0,3.1455,257764,239393,42628,710889,188461,XCX7DTCV9VUZWMXLUKTN,0NHE0Y5DDV83CV70AZIA
CUST9S6SJ6,OBL9WGDK2,XYZ Inc,CCC,12-3456789,IN,621111,GICS,"bad,value
",2004-04-11,2025-04-18,bad,25,INVALID,5163588,USD,0.0621,0.4765,16191108.0,2023-10-06,13.0,3,0.9207,4726387,757608536,73097492.0,14619701,65501764,1,"bad,value
",Guarantee Corp,98-7654321,BB,ENTTIADQN,Entity LLC,BB,2023-04-17,2017-11-01,125722652,12942553,15161686,164939870,218972226,168014520,7916500,14496054,bad,2,Term Loan,VAL9184,Generic Text,Generic Text,128163,VAL4035,9,Generic Text,156956,433239,2,9,7,2,7.3569,9.936,9.0557,2,Generic Text,Generic Text,560118,723805,767650,515538,468792,186438,123560,288379,246564,170295,647064,128940,83859,606420,245143,915452,25765,1,VAL2551,2019-07-15,3,65807,2,4,Generic Text,4,1.4824,147400,784063,28137,541794,606867,0UWSBL46XXCYLSG0XNN4,L4FYRVT090V2MC56GBXH
CUST0J3DPM,OBLZDO7L5,Individual,BBB,12-3456789,ZZ,621111,SIC,FAC8V00ET,1900-01-01,2027-06-25,11,20,999999999,3784259,GBP,39.11522709126647,23.610981636167043,23515470.0,1900-01-01,158.0,3,0.6654,-6099999939,279438660,35436697.0,86047830,18499691,2,GRTCMHTK2,Individual,98-7654321,AAA,ENT3IUPIV,Entity LLC,AAA,2019-12-12,2003-06-22,113003344,29159967,73860610,224292746,813452894,193888878,57998430,8088760,324155403,2,Term Loan,VAL6150,Generic Text,Generic Text,341233,VAL9992,3,Generic Text,672961,74362,0,0,4,7,0.9784,0.3711,2.2558,1,Generic Text,Generic Text,52887,597060,919662,468304,444762,606196,206025,696699,630978,692112,92938,457399,865210,736347,675785,946581,329713,1,VAL1327,2020-01-01,2,263679,1,7,Generic Text,0,9.4081,871113,506914,316824,161768,645872,F6APFTOKS4KQ77O87X89,M8U5CO2AS2OPJM208U09
CUSTJ9IORY,OBLP6Y563,XYZ Inc,CCC,12-3456789,ZZ,621111,NAICS,FACTBO5ZU,2011-04-03,1900-01-01,12,23,3216116,372943557,EUR,2.2346435860804363,9.559549098963526,17669416.0,2006-07-14,44.0,2,0.6434,247211820,963488989,82208738.0,398046807,124240041,1,GRT7HBFFN,Guarantee Corp,98-7654321,BB,ENTLCTRR7,Trust,BB,1900-01-01,2005-06-12,270100241,72473561,31024692,6237664129,554403010,194406727,452604,18227898,9732722,1,Term Loan,VAL5649,Generic Text,Generic Text,391410,VAL9795,9,Generic Text,186258,406325,7,8,9,4,4.3735,9.8591,7.6172,2,Generic Text,Generic Text,994191,496324,743978,346464,730087,609161,306736,395780,209244,394628,342750,889941,223789,214859,272982,552124,753716,3,VAL3479,2020-01-01,3,724825,2,3,Generic Text,2,7.3693,914747,204312,673865,366003,513718,PY78TNRQUPOQCGJLS4EQ,VE0A2R14AWTNRCGQUYLE
"CUST,001","OBL
001",ABC Corp,,12345678X,XX,NAIC,NAICS,"FAC,123",invalid-date,invalid-date,25,45,XX,??,US$,high,LGD,,invalid-date,,8,all,loss,huge,,404919356,36889686,3,"GRT,00X",Guarantee Corp,NA#,XX,"ENT,00X",Trust,C,2024-01-02,2015-02-16,19387320,90914185,39806197,137391297,672139585,132363144,19896358,3462130,9368087,1,Term Loan,VAL4875,Generic Text,Generic Text,346562,VAL8115,4,Generic Text,470442,640516,7,7,8,2,5.5218,9.551,8.7999,2,Generic Text,Generic Text,391677,916720,347269,474677,583716,241973,109782,618967,908024,558551,249079,487294,723330,571314,516887,941476,997879,3,VAL7907,2019-07-15,2,24872,2,7,Generic Text,3,8.6723,422167,480797,30068,323694,260176,SJQM6PUR0SPAVZ1FELMZ,2MP6UII2QF5XZRNZDLFJ
CUST1YS6JL,OBL1JMXB1,XYZ Inc,CCC,12-3456789,US,999999,NAICS,FACT5KETC,2004-04-10,2029-03-25,18,18,12875925,49205762,EUR,0.2349,0.85,13510142.0,2022-09-05,46.0,3,0.4091,13512585,590691188,20563453.0,400384219,155612222,4,GRT5PB42U,"bad,value
",98-7654321,AAA,ENTA20I20,Individual,C,2014-01-14,2004-08-31,256037991,87256732,30657652,19228658,926079428,112138834,35065921,6681309,2189333,2,Term Loan,VAL5795,Generic Text,Generic Text,798941,VAL1862,8,Generic Text,344349,263701,6,1,2,4,2.6323,9.0814,3.0428,2,Generic Text,Generic Text,791610,834402,387697,745885,957960,369393,947676,795528,807238,927293,849358,19873,971397,781966,160032,742309,369676,2,VAL7632,2023-12-31,3,986018,1,9,Generic Text,3,4.8333,581449,901067,176067,284363,464812,9X9STTDWKF6Q2CR2T81Y,EQYPFJQYB193O4H4HP5P
"CUST,001","OBL
001",ABC Corp,,12345678X,XX,NAIC,SIC,"FAC,123",invalid-date,invalid-date,25,45,XX,??,US$,high,LGD,,invalid-date,,8,all,loss,huge,,bad,113299622,bad,"GRT,00X",Individual,NA#,XX,"ENT,00X",Trust,AAA,2011-06-30,2000-12-20,115285135,56983156,62713646,111941753,410651006,159532647,47842412,12089050,bad,2,Term Loan,VAL3638,Generic Text,Generic Text,325437,VAL4710,9,Generic Text,478235,461195,8,6,7,5,1.3335,0.8776,2.7047,1,Generic Text,Generic Text,408812,805490,752986,893715,23286,563152,209632,876005,16953,765756,307960,284685,717654,329803,524335,809247,27382,1,VAL5880,2019-07-15,3,603557,2,9,Generic Text,4,2.6349,435769,44652,290841,621854,344128,H9UJEQW9TS2QZNEE80MV,ONHMTJ3K1ZQP7LFAM34B
CUST353SMQ,OBL0YHAR3,XYZ Inc,BBB,12-3456789,ZZ,621111,SIC,FACU7JHO5,2000-02-08,2030-02-26,14,30,36562359,16091239,EUR,6.716812789657607,5.401968007873456,9026426.0,2002-07-03,161.0,4,0.8876,953046783,912541543,6027447.0,164412624,35166859,4,GRT5UF3VC,Individual,98-7654321,BB,ENT222QQP,Individual,C,1900-01-01,1900-01-01,12750467758,55567928,57148222,9067521,283829000,136198506,6775670,2062555,2335101,2,Term Loan,VAL9473,Generic Text,Generic Text,150324,VAL6482,6,Generic Text,783983,46270,9,4,3,9,6.2524,4.0069,3.6613,1,Generic Text,Generic Text,747452,147730,106341,799206,408333,64807,85977,875910,102891,255334,18887,174422,685940,362183,965854,851764,499794,2,VAL4996,2020-01-01,2,343684,1,5,Generic Text,1,9.1883,437863,181983,253398,75511,364485,N5O5FPHK2YS80BTS0LTR,9I2OTM5DU7IQHF5HBA5Q
CUSTAUUL9R,OBLYFSZNH,XYZ Inc,CCC,12-3456789,ZZ,541512,NAICS,FACOGE1NN,2024-01-13,2029-02-21,1,27,999999999,12503947,INR,17.51940622293686,30.645387157854366,3622076.0,2011-05-20,180.0,5,0.1091,-6999999930,375767281,52012386.0,471117263,21653638,3,GRTB0Z741,Guarantee Corp,98-7654321,BB,ENT22MLJ3,Trust,BB,1900-01-01,1900-01-01,147990227,29980630,90499300,66264417,983255486,2258414640,29483432,3413413,254817,2,Term Loan,VAL3621,Generic Text,Generic Text,292682,VAL8939,0,Generic Text,71196,994300,2,9,0,9,0.5339,9.3249,8.9017,1,Generic Text,Generic Text,104031,850201,700743,851231,355913,68219,785458,197619,765410,895715,565285,503095,746475,327278,889881,18587,128043,3,VAL6242,2019-07-15,3,542187,2,9,Generic Text,4,8.4764,383149,996395,135302,197301,225213,MOE9JXNVUDJABYGBTK6X,WARYG5K7IKOMBQW4YZ02
CUSTEJWFUN,OBLM8NYSE,Individual,AAA,abcde123,GB,621111,NAICS,FACT7YFPZ,2018-08-25,2033-07-18,7,bad,2578944,8293961,EUR,0.0573,0.1774,7701954.0,2007-07-09,168.0,1,0.277,-2228454,817158022,22865934.0,318467104,31024596,1,GRTWYPBV0,Individual,98-7654321,BB,ENTBBSMV2,Entity LLC,C,2019-07-11,2001-03-01,159644788,23941293,29296144,224328370,71487037,33195707,5969493,6046598,6734930,2,Term Loan,VAL9795,Generic Text,Generic Text,696714,VAL4506,2,Generic Text,646575,138434,4,1,0,1,6.1094,3.9606,9.086,1,Generic Text,Generic Text,633092,474044,479207,199906,448460,106935,992065,637842,881157,413001,240951,81079,321641,264705,736371,258921,814691,2,VAL6773,2019-07-15,1,96759,2,8,Generic Text,0,4.409,596088,607842,612546,808364,259445,DW7F2622ZWL3KA53ASU7,451A63BJHNKFS8EIW8HH
CUST0B04D8,OBL9F6OMR,Individual,CCC,12-3456789,GB,541512,GICS,FACHHQ6GN,2011-08-08,2030-04-30,0,12,5642358,8830635,GBP,0.1777,0.2232,22458240.0,2018-05-31,62.0,3,0.0899,8311930,453321840,35919815.0,119473808,152794459,4,GRTV1OSBU,Individual,98-7654321,AAA,ENT6K9EEA,Trust,C,2006-02-05,2002-07-28,258020054,81790821,45839958,112911623,24631874,181266897,17611427,943575,4985536,2,Term Loan,VAL4760,Generic Text,Generic Text,898622,VAL2106,6,Generic Text,57696,280664,0,4,6,3,4.1429,4.8143,0.5335,1,Generic Text,Generic Text,267195,133074,764745,699585,448418,693279,54128,732451,161261,941594,330547,82988,332389,279666,994384,327219,549592,3,VAL8566,2020-01-01,2,202454,1,5,Generic Text,3,4.6282,496661,795301,786704,97850,796563,F9X4P7BFZUBRN7T7D78K,YMZV8AL0XC9QTHZ3R623
CUSTYTWXNS,OBL740YL0,Individual,CCC,12-3456789,DE,999999,GICS,FACUDJEHI,2001-01-14,2033-09-12,19,24,INVALID,21411380,EUR,0.2946,##,21649789.0,2018-12-30,137.0,5,0.0895,-300491,940157211,66855819.0,95996760,73472263,4,"bad,value
",Individual,98-7654321,BB,ENTPU780H,Trust,BB,2023-09-22,2007-01-12,bad,99728043,5703826,6161030,974355081,163984845,18076103,bad,1567328,1,Term Loan,VAL1438,Generic Text,Generic Text,722378,VAL6293,4,Generic Text,476544,709541,7,9,5,2,3.2901,5.5525,0.8439,1,Generic Text,Generic Text,232608,682972,945904,259253,758937,744558,872302,341419,811932,839027,584774,76851,978844,923171,835158,449190,13135,2,VAL6021,2020-01-01,3,720831,1,9,Generic Text,2,0.0796,813388,19820,974106,476914,468382,944JSXHO25IC4VMSXKLD,1GMH0SLAILY9WFD4V7JP
CUST948YIS,OBLVKGXDF,Individual,BBB,12-3456789,US,999999,SIC,FACCESIYE,2011-10-29,2025-03-13,14,9,30513553,45091763,GBP,0.1828,0.4948,17986219.0,2019-11-13,66.0,1,0.149,-3914640,687372147,13221794.0,365747143,117974317,1,GRTGXI1QS,Individual,98-7654321,AAA,ENTNF1NTT,Entity LLC,BB,2006-02-28,2024-02-21,36233329,8096778,77800007,51140510,247705483,92155425,3298049,14151269,718507,2,Term Loan,VAL2176,Generic Text,Generic Text,902069,VAL2599,4,Generic Text,446547,384871,5,9,6,8,2.5528,4.197,8.1973,2,Generic Text,Generic Text,571720,685051,995542,313791,649389,345179,742203,918440,351237,886892,118742,583965,588568,226951,731951,593827,483241,1,VAL9452,2023-12-31,1,103708,1,9,Generic Text,3,3.905,301027,466222,683452,659409,699466,2A0U60Z8J1A2DPAXTQ0G,LHNC9M9G92DTHVMZ8X1U
"CUST,001","OBL
001",Individual,,12345678X,XX,NAIC,SIC,"FAC,123",invalid-date,invalid-date,25,45,XX,??,US$,high,LGD,,invalid-date,,8,all,loss,huge,,409457575,100508400,3,"GRT,00X",Guarantee Corp,NA#,XX,"ENT,00X",Trust,AAA,2002-11-24,2003-01-26,268949621,30472663,67026437,44610234,207733492,55771317,26788054,18408366,5320374,1,Term Loan,VAL3721,Generic Text,Generic Text,327327,VAL6353,8,Generic Text,106940,906091,3,9,7,9,2.7794,4.4557,1.2593,2,Generic Text,Generic Text,828094,364006,600595,679882,103093,628036,23068,600378,409316,299768,543918,789418,761123,476533,655085,264888,341645,1,VAL7270,2023-12-31,2,749647,1,4,Generic Text,4,0.9875,259231,810940,25553,162803,377438,L4DO4UZAJ7SG5KT5NB3Z,BTRZZLS6ZTRUQ5AEZYTM
CUST7I804I,OBLN6F489,Individual,BBB,12-3456789,XX1,12AB,NAICS,FACTQB3D5,2013-12-19,2035-07-26,12,8,12078306,INVALID,INR,0.0037,0.3827,7008466.0,corrupt,5.0,5,0.676,15485197,955201213,65554133.0,83605380,90435441,2,GRT0XBTA2,Individual,98-7654321,C,ENTND0PFN,Individual,AAA,2004-12-30,2001-12-27,168879832,40087826,bad,14365375,557538108,149180318,29570157,15821074,8335361,1,Term Loan,VAL3427,Generic Text,Generic Text,639950,VAL4748,6,Generic Text,601276,251485,9,7,4,7,3.187,0.5726,5.3358,2,Generic Text,Generic Text,408212,192844,245825,285280,564400,342016,996236,169818,613585,843767,718458,478261,770089,617984,418161,743102,904631,2,VAL3113,2020-01-01,1,376355,1,1,Generic Text,2,3.0688,439837,109240,309215,541866,780073,84TUAU1ANIKO46TX5BCN,8XWMG7LFJAB3G6KG8XV6
"CUST,001","OBL
001",Individual,,12345678X,XX,NAIC,SIC,"FAC,123",invalid-date,invalid-date,25,45,XX,??,US$,high,LGD,,invalid-date,,8,all,loss,huge,,260430530,188285291,1,"GRT,00X",Guarantee Corp,NA#,XX,"ENT,00X",Trust,AAA,2003-07-02,2009-09-22,92792423,28235447,55698752,36938583,846419621,91881639,15196371,19852672,1754324,1,Term Loan,VAL1835,Generic Text,Generic Text,707897,VAL3157,9,Generic Text,214418,772524,7,7,4,8,7.1788,3.7618,5.9543,2,Generic Text,Generic Text,364849,438064,96037,716830,941068,735975,135258,424250,286110,503068,390569,184987,352761,170635,768533,748922,999215,2,VAL3474,2020-01-01,3,495134,1,7,Generic Text,2,6.8234,337834,778282,837714,836663,355671,EDMWZG73EPP6WALL1Q8K,18HLTDEYNGXAD6BIRNQO
CUSTI6U0TC,OBLH5MKWA,ABC Corp,CCC,12-3456789,DE,999999,SIC,FACMU5GHK,2021-08-06,2026-07-11,17,16,32213289,4458602,EUR,0.1974,0.1766,13345445.0,2015-08-30,141.0,3,0.0872,7704224,815099073,96316984.0,288920603,10690468,4,GRTNOLIRC,Guarantee Corp,98-7654321,BB,ENTYL7OIO,Individual,BB,2014-03-03,2020-07-15,75433077,27500041,21353663,147481765,386756399,47435905,5898876,524650,1025036,2,Term Loan,VAL4693,Generic Text,Generic Text,724114,VAL4085,6,Generic Text,356555,46572,1,0,3,4,8.1138,6.7904,5.5934,1,Generic Text,Generic Text,542384,169636,645509,584623,858233,133669,552675,969372,88831,454477,490277,449298,961129,399788,410226,357350,503498,1,VAL2043,2023-12-31,2,848221,2,1,Generic Text,2,5.3229,490961,831143,622998,68748,22328,Y8O80BD1Q3ONCECG7VMM,9VRIMVXDP8ED51TGCBP4
"CUST,001","OBL
001",Individual,,12345678X,XX,NAIC,GICS,"FAC,123",invalid-date,invalid-date,25,45,XX,??,US$,high,LGD,,invalid-date,,8,all,loss,huge,,416807245,140636108,2,"GRT,00X",Guarantee Corp,NA#,XX,"ENT,00X",Entity LLC,BB,2006-07-26,2003-07-15,111902506,12305680,34155863,104001815,279231247,67397959,22677444,755229,2503524,1,Term Loan,VAL2498,Generic Text,Generic Text,261646,VAL5951,5,Generic Text,42317,617408,2,5,5,2,2.8915,2.9629,6.9983,2,Generic Text,Generic Text,151380,210984,592332,567689,440796,816453,347539,582555,392854,208144,271593,555271,813735,823910,178704,537466,731918,2,VAL7450,2020-01-01,2,453718,1,2,Generic Text,2,0.3929,677760,648497,664536,260993,149886,78T4AYTJ8XRQSMDDM7GS,0UD1RY23RQIY6H143R1W
"CUST,001","OBL
001",Individual,,12345678X,XX,NAIC,NAICS,"FAC,123",invalid-date,invalid-date,bad,45,XX,??,US$,high,LGD,,invalid-date,,8,all,loss,huge,,491411022,150289098,3,"GRT,00X",Guarantee Corp,NA#,XX,"ENT,00X",Entity LLC,C,2020-03-04,2015-09-12,211960431,16955406,72271482,60658317,27579907,58569892,8184367,4695679,9371582,1,Term Loan,VAL7390,Generic Text,Generic Text,759666,VAL1205,3,Generic Text,511946,334658,0,7,3,6,8.3634,2.8767,0.2917,1,Generic Text,Generic Text,230066,16383,379541,494345,289447,686239,472065,800568,911089,141048,295651,815638,209433,479503,238471,19340,974148,3,VAL5361,2019-07-15,1,839431,1,5,Generic Text,3,5.4831,585981,951353,166461,729028,437127,5S2H3YIMIC3A9IS9D9Q3,C93RCG38SMM90Z1J1W0S
CUST27WBC9,OBLF1B0PR,Individual,AAA,12-3456789,US,621111,SIC,FAC4TKERM,2002-09-18,2031-08-30,14,29,37151595,31854734,INR,0.2759,0.5496,7285357.0,2017-06-07,155.0,3,0.9938,267649,959831490,32060327.0,489651397,174098969,3,GRTHFSBXO,Individual,abcde123,C,ENT19GMYZ,Trust,C,2005-04-27,2019-09-01,148166057,23420319,76193487,215132662,71242279,29698753,22618438,13574501,3554716,2,Term Loan,VAL4951,Generic Text,Generic Text,343461,VAL8009,3,Generic Text,698661,587371,3,7,5,1,2.841,9.074,6.5654,1,Generic Text,Generic Text,503788,881968,130525,665396,973216,892653,905642,873807,371844,659843,27798,262566,73604,155621,922692,629630,575982,3,VAL6004,2023-12-31,3,270233,2,8,Generic Text,3,8.1049,389779,931619,988426,653601,385422,CLLGF9KCJK37EWRC4ZLM,DTTRAZXPRYM8EPKP69K1
"CUST,001","OBL
001",ABC Corp,,12345678X,ZZ,NAIC,GICS,"FAC,123",invalid-date,invalid-date,25,45,XX,??,US$,high,LGD,,invalid-date,,8,all,loss,huge,,340934439,82192379,4,"GRT,00X",Guarantee Corp,NA#,XX,"ENT,00X",Entity LLC,BB,1900-01-01,1900-01-01,40548334,48531514,3845602812,9178124802,697674362,114931703,1674397170,1708536,9734635,1,Term Loan,VAL7431,Generic Text,Generic Text,351624,VAL7555,0,Generic Text,953065,540926,8,2,6,8,8.031,7.7379,7.165,1,Generic Text,Generic Text,528631,756450,888698,747283,808292,812744,453297,252900,670451,909931,598518,973615,232309,13139,319214,12393,803190,1,VAL7885,2019-07-15,3,134959,2,2,Generic Text,1,2.5132,649152,375485,971525,133923,863698,VRFV2UDOM8I5NGKCU2K6,6P1HSJFYQIZKPHT6204E
"CUST,001","OBL
001",ABC Corp,,12345678X,XX,NAIC,GICS,"FAC,123",invalid-date,invalid-date,25,45,XX,??,US$,high,LGD,,invalid-date,,8,all,loss,huge,,313435985,20529236,4,"GRT,00X",Guarantee Corp,NA#,XX,"ENT,00X",Entity LLC,AAA,2001-03-13,2003-10-22,55234444,72772730,10584053,176958793,555453902,83374819,45095649,7731804,5442457,2,Term Loan,VAL5789,Generic Text,Generic Text,510739,VAL7894,9,Generic Text,615523,964585,2,0,7,8,4.7173,8.9822,3.0505,2,Generic Text,Generic Text,443044,40059,167471,643130,995847,997105,534598,321598,953296,191798,763050,662320,435745,789135,616681,723789,443293,3,VAL9926,2023-12-31,2,855415,1,1,Generic Text,2,6.3576,166311,247125,705019,651155,191545,W750R1YDD85NE04IVIST,3I5X142GTJLQ045TP2VQ
"CUST,001","OBL
001",Individual,,12345678X,XX,NAIC,SIC,"FAC,123",invalid-date,invalid-date,25,45,XX,??,US$,##,LGD,,invalid-date,,8,all,loss,huge,,439106937,72992035,1,"GRT,00X",Individual,NA#,XX,"ENT,00X","bad,value
",BB,corrupt,2009-12-29,204872817,46091598,69263269,45265640,667601904,50768337,38101679,17381675,bad,2,Term Loan,VAL8194,Generic Text,Generic Text,583734,VAL1832,4,Generic Text,342319,1048,4,4,6,5,0.4864,9.0848,0.2062,1,Generic Text,Generic Text,226008,218095,636333,402885,229817,724952,3146,525911,471872,794403,286663,876393,945520,771476,922116,466928,727022,2,VAL1190,2020-01-01,2,183210,2,7,Generic Text,2,5.5105,952848,944070,643976,688791,678216,06JJATSCRMXYKLQ58EBP,T7RMC2R9J8CU04MYH0FS
CUST3UGZ59,OBL7R48FE,Individual,CCC,12-3456789,US,621111,NAICS,FACP4T952,2001-03-03,2025-05-29,17,16,3302580,32792718,usd,0.1701,0.8223,5602588.0,2010-07-07,167.0,5,0.2584,17997891,193304780,9092790.0,259957202,164162732,3,GRTFQKZT0,Individual,abcde123,C,ENT2SP30Q,"bad,value
",C,2018-02-08,2018-11-11,198638485,38552370,7700314,155917523,211664787,165918366,bad,bad,8929282,2,Term Loan,VAL4573,Generic Text,Generic Text,629776,VAL6592,5,Generic Text,314138,24373,6,9,6,6,9.0786,3.5362,9.7126,1,Generic Text,Generic Text,218222,559309,141644,266646,228351,143581,11140,194524,753401,510053,588535,834350,556946,390657,610231,700721,251602,2,VAL5002,2023-12-31,2,500227,2,1,Generic Text,4,8.5309,868307,559364,617226,250304,48530,9RT6I2K5UM8KVLPZ8NJP,T6XW951I091EOBWH0BOO
CUSTMW3ONA,OBLCAUUH2,XYZ Inc,BBB,12-3456789,GB,541512,GICS,FAC7M2SSV,2004-01-04,2026-08-04,11,24,45159341,38994642,INR,0.1856,0.8144,7338539.0,2003-01-17,61.0,5,0.4895,3180345,388871670,87905260.0,217470197,24389350,1,GRTPJYRXC,Individual,98-7654321,AAA,ENTMYKD66,Entity LLC,C,2006-10-31,2006-12-15,200513133,98761749,79043753,156560954,673328670,48572475,426481,18886054,9831856,1,Term Loan,VAL4328,Generic Text,Generic Text,915801,VAL1385,4,Generic Text,381108,932663,8,8,7,9,1.8877,1.0785,9.0468,1,Generic Text,Generic Text,831487,760706,87919,523822,973268,388408,56657,120057,981562,399940,200378,832628,96374,520133,365528,212808,94211,2,VAL1530,2020-01-01,1,251088,1,9,Generic Text,0,3.6868,547899,119054,855554,210184,630733,EZICPPUKX6PANY7TIX8Q,AGHRSTF71J8XH8QQ6VFV
"CUST,001","OBL
001",XYZ Inc,,12345678X,ZZ,NAIC,SIC,"FAC,123",invalid-date,invalid-date,25,45,XX,??,US$,high,LGD,,invalid-date,,8,all,loss,huge,,462290950,24702023,3,"GRT,00X",Individual,NA#,XX,"ENT,00X",Individual,AAA,1900-01-01,1900-01-01,103911172,41813616,64838964,6032113350,769286401,71592964,28731489,760422291,3266598,1,Term Loan,VAL3926,Generic Text,Generic Text,353332,VAL4951,7,Generic Text,620395,584073,9,1,6,7,8.7872,3.7122,8.0744,1,Generic Text,Generic Text,61887,367317,301436,999853,12014,399890,920076,8191,13656,140327,488305,734550,725326,194596,600183,253611,621470,3,VAL2784,2023-12-31,1,347846,1,6,Generic Text,3,1.5773,748889,464885,444641,917324,777602,LMUDJW5IYU86MPEUAE6G,J0IKAVL4JEDS7HQ95Y3N
